Q,A
"그래 뭐 좋은 데라고 여기 오나 싶어, 이 호텔 근처엔 얼씬도 안할라고 했는데 오늘은 한 번 와보고 싶더라.",왜. 2년전 그날이라서? 너는 알고 있었지? 오늘이 그날이란거. 그래서 만나자고 한거야?
왜. 2년전 그날이라서? 너는 알고 있었지? 오늘이 그날이란거. 그래서 만나자고 한거야?,어. 어떻게든 위로해주고 싶었어.
어. 어떻게든 위로해주고 싶었어.,위로는 무슨. 보다시피 잊었는데. 난 다 잊었어. 산호야.
위로는 무슨. 보다시피 잊었는데. 난 다 잊었어. 산호야.,우리 다시 시작하자. 
우리 다시 시작하자. ,뭐?
뭐?,"나, 너랑 그렇게 되고서 줄곧 후회했었어. 내가 노력해야 했다고. 힘들어도 그때 네 손 놓지 않았어야 했다고."
"나, 너랑 그렇게 되고서 줄곧 후회했었어. 내가 노력해야 했다고. 힘들어도 그때 네 손 놓지 않았어야 했다고.",무슨 소리 하는거야. 이미 다 끝난 얘긴데..
무슨 소리 하는거야. 이미 다 끝난 얘긴데..,영애야. 난 너 다신 놓치지 않을거야.
사장님 진짜 너무 하시는거 아니예요?,내가 뭘?
내가 뭘?,조사장이야 원래 무개념이라 갑질 한다쳐도 사장님까지 그러실줄 몰랐네요 제가 낙원사에 온게 그렇게 못마땅하세요? 저희 회사가 그렇게 우습냐구요
조사장이야 원래 무개념이라 갑질 한다쳐도 사장님까지 그러실줄 몰랐네요 제가 낙원사에 온게 그렇게 못마땅하세요? 저희 회사가 그렇게 우습냐구요,그러게 누가 우리 회사일 맡으래?
그러게 누가 우리 회사일 맡으래?,뭐라구요?
뭐라구요?,하긴 전남친한테도 일 받는 마당에 뭔 일을 못 하겠어 돈독이 단단히 올랐나봐? 왜 이영애 디자인 대기업으로 키우게?
하긴 전남친한테도 일 받는 마당에 뭔 일을 못 하겠어 돈독이 단단히 올랐나봐? 왜 이영애 디자인 대기업으로 키우게?,그래요 대기업으로 키울거예요 됐어요?
그래요 대기업으로 키울거예요 됐어요?,어디서 큰소리야? 나 이래봬도 예전에 영자씨 사장이었던 사람이거든? 예의를 갖춰
어디서 큰소리야? 나 이래봬도 예전에 영자씨 사장이었던 사람이거든? 예의를 갖춰,저도 이제 사장이거든요? 사장님이야 말로 예의를 갖추세요 
수요가 거의 없지 이런 건. 권당 천오백 원?,이천 원.
이천 원.,천육백 원.
천육백 원.,천칠백 원.
천칠백 원.,그래.
많이 기다렸지? 웬일인데? 연락을 다하고 어? 밥은 뭇나 어?,야 그때 빌린거 도
야 그때 빌린거 도,빌린거 뭐
빌린거 뭐,돈 달라고
돈 달라고,무슨 돈?
무슨 돈?,백만원 빌렸잖아 그거 지금 도
백만원 빌렸잖아 그거 지금 도,내 거진거 알면서카노
내 거진거 알면서카노,돈을 빌렸으면 연락을 해야지 왜 쌩까는데 이 개새끼야 왜 쌩까냐고
돈을 빌렸으면 연락을 해야지 왜 쌩까는데 이 개새끼야 왜 쌩까냐고,아 몰라 지금 달라고
아 몰라 지금 달라고,아 갑자기 와가지고 돈 달라카면 돈이 어딨는데? 돈이 어디서 나오나?
아 갑자기 와가지고 돈 달라카면 돈이 어딨는데? 돈이 어디서 나오나?,아 몰라 시발 지금 달라고 돈 달라고 시발 개새끼야 돈 달라고 돈 달라고!
추운데 너한테 미안하다.  ,아니.
아니.,차서방은 어떠냐? 건강하지? 
차서방은 어떠냐? 건강하지? ,"네, 그럼요~"
"네, 그럼요~",회사는 무탈하고? 
회사는 무탈하고? ,네
네,"워낙 빈틈없이 자기관리 잘 하는 사람이니까,,,"
"워낙 빈틈없이 자기관리 잘 하는 사람이니까,,,",자기 관리 잘~하죠. 
자기 관리 잘~하죠. ,"얘, 너 그러면 못써. 요즘 남자들이 다 그렇지.  차서방이 돈을 못벌어 오냐, 아니면 어디가서 바람이라도 피기를 하냐~남자들이 사회생활 하는 데 집에서 마누라랑 노닥거릴 시간이 어딨겠냐?"
"얘, 너 그러면 못써. 요즘 남자들이 다 그렇지.  차서방이 돈을 못벌어 오냐, 아니면 어디가서 바람이라도 피기를 하냐~남자들이 사회생활 하는 데 집에서 마누라랑 노닥거릴 시간이 어딨겠냐?",아빠!! 내가 언제 차서방한테 노닥거려 달래요? 
아빠!! 내가 언제 차서방한테 노닥거려 달래요? ,"니 집 냉냉한건, 집안에 애들이 없어서 그래. 애들이 시끌시끌해야,, 집에 온기가 도는 건데,,"
"니 집 냉냉한건, 집안에 애들이 없어서 그래. 애들이 시끌시끌해야,, 집에 온기가 도는 건데,,",아빠!! 
아빠!! ,"야 그러지 말고 지금이라도 하나 낳아. 요즘에 실험관이다 뭐다해서,, 오십이 넘어서도  애를 난다고 하더라. "
"야 그러지 말고 지금이라도 하나 낳아. 요즘에 실험관이다 뭐다해서,, 오십이 넘어서도  애를 난다고 하더라. ",아빠! 내가 못낳는 게 아니라 차서방이 못낳아요~ 몇 번을 말씀 드려요?  어디 딴 데가서 내가 애 배가지고 올까요? 나도 그러고 싶어요! 
아빠! 내가 못낳는 게 아니라 차서방이 못낳아요~ 몇 번을 말씀 드려요?  어디 딴 데가서 내가 애 배가지고 올까요? 나도 그러고 싶어요! ,"아니, 얘가 얘가, 못하는 소리가 없네.. 어휴~그만두자. 너~차서방한테 잘해!! ~ ~건강이 최고야~ 죽으면 아무 소용없어. "
커피 마시러 온 게 아니고요. 드릴 말씀이 있어서 온 건데요.,뭔디?
뭔디?,그게... 이승준 사장님 배려 좀 해주셨음 해서요.
그게... 이승준 사장님 배려 좀 해주셨음 해서요.,뭣이여?
뭣이여?,뭐 회사를 이 지경으로 만들고 싶어서 그런 것도 아닌데 본인도 얼마나 속상하겠어요. 신경 좀 써주세요. 전관예우 차원에서.
뭐 회사를 이 지경으로 만들고 싶어서 그런 것도 아닌데 본인도 얼마나 속상하겠어요. 신경 좀 써주세요. 전관예우 차원에서.,정관애우...?
정관애우...?,예. 
"사장님, 말씀하신 시간표 가져왔습니다.",거 정관애우가 뭔 말이냐? 정관 수술은 들어봤어도 정관애우는 처음 듣는디.
거 정관애우가 뭔 말이냐? 정관 수술은 들어봤어도 정관애우는 처음 듣는디.,아... 그게 무슨 말씀이신지?
아... 그게 무슨 말씀이신지?,아 방금 이과장이 글드라고 전 사장 신경 써주라고. 정관애우 차원에서.
아 방금 이과장이 글드라고 전 사장 신경 써주라고. 정관애우 차원에서.,정관애우... 정관애우.... 아 전관예우요? 아 그거 높은 직책에 있던 사람한테는 일을 그만둔 후에도 대우를 해줘라! 뭐 이런 뜻인데요.
정관애우... 정관애우.... 아 전관예우요? 아 그거 높은 직책에 있던 사람한테는 일을 그만둔 후에도 대우를 해줘라! 뭐 이런 뜻인데요.,뭐여 그람 한 마디로 말해서 지들 전 사장 쪽팔리지 않게 잘 받들어 쳐 모셔라. 이 소리여?
"어디서 연약한 척이야 못생긴 사자, 한대 쳐봐 조사장이라 생각하고",뭐?
퇴원은 언제쯤 할 수 있대요?,퇴원? 퇴원요? 애 팔병신 만들어 놓고 그런말이 나오나? 어? 그런 말이 나오냐고 지금 팔이 짝짝이가 된대요 팔병신 애미도 없는 년이 팔까지 병신돼가지고 잘 살겠다 당신 동생이 저렇게 만들어놨는데 어떻게 책임질건데 어떻게 책임질거냐고 가요 진실인지 뭔지하는 년은 코빼기도 안보이네 학교 댕기기 싫은갑지
