Q,A
그럼요 이영애씨는 선물주면 부담스러워 할까봐 일부러 안 사왔는데 괜찮죠? ,네 그럼 전 이만
네 그럼 전 이만,저도 이만
저도 이만,스잘 인쇄소에 있지? 
뭐여 이 껄쩍찌근한 분위기는,그러게요 분위기 엄청 어색하네
그러게요 분위기 엄청 어색하네,아닌데 저게 더 어색한데요
아닌데 저게 더 어색한데요,웬일이냐? 사백원짜리 자판기 커피도 아까워서 얻어마시는 놈이 
웬일이냐? 사백원짜리 자판기 커피도 아까워서 얻어마시는 놈이 ,그러게요 저런 커피 마시는 사람 된장이라고 욕하더니 제일 비싸고 큰걸로?
그러게요 저런 커피 마시는 사람 된장이라고 욕하더니 제일 비싸고 큰걸로?,이까짓꺼 얼마나 한다고 
아 이승준씨 왜 저런대요? 차였다고 꼬장 부리는 것도 아니고 자 항의의 의미에서 확 돌려주고 올까요? ,됐어요 그러실 필요 없어요 
됐어요 그러실 필요 없어요 ,그럼 기분 나빠서 저도 이거 안 먹을래요
그럼 기분 나빠서 저도 이거 안 먹을래요,네
아까 깜빡한게 있는데요 이영애씨,뭘요?
뭘요?,나 중국에 있는 동안 돈 보냈더라구요? 
나 중국에 있는 동안 돈 보냈더라구요? ,아 네
아 네,근데 마장동에서 곱창 먹고 집에 갈때 택시비 빌려간거 만사천팔백원은 안보냈던데?
근데 마장동에서 곱창 먹고 집에 갈때 택시비 빌려간거 만사천팔백원은 안보냈던데?,네?
네?,계산 정확하게 하자면서 그건 왜 빼먹어요?
계산 정확하게 하자면서 그건 왜 빼먹어요?,아 네 제가 깜빡했네요
아 참 그리고 나 꼬리뼈 다쳐서 입원했을때 병원에 와서 사이다 먹는다고 팔백원 빌려간거 줘야죠 계산 정확하게 합해서 만오천육백원,네 드려야죠 아 근데 병원에서 저보고 떡볶이랑 순대 사오라고 하셔놓고 돈 안주셨잖아요 육천원 빼고 구천육백원 드리면 돼죠? 하나 둘 셋 넷 다섯 여섯 
그래요 계산 정확해서 좋네요 근데 의외에요 그렇게 선긋기 좋아하는 사람이 사무실은 안 뺀거 보면,어우 아 이승준씨 진짜 치사하게 처형 우리 그냥 오늘 아침에 본 사무실 계약할까요? 아냐 아냐 어우 거긴 안 되지 그럼 그냥 한번더 알아보죠
어우 아 이승준씨 진짜 치사하게 처형 우리 그냥 오늘 아침에 본 사무실 계약할까요? 아냐 아냐 어우 거긴 안 되지 그럼 그냥 한번더 알아보죠,아니요 생각해보니까 우리가 뭐 잘못한 것도 없는데 육개월치 월세를 손해보면서까지 나갈 필요는 없는거 같네요
"날씨도 추운데 영업하시느라고 밖으로 많이 도시잖아요, 그래서 감기예방에 도움이 되실까 해서","고마워요 혁규씨, 아무래도 날 추워지면서 영업하기 힘들었는데"
"고마워요 혁규씨, 아무래도 날 추워지면서 영업하기 힘들었는데","아 근데, 윤과장이랑 라부장은 왜 여직 출근안하는겨, 대가리들이 그냥 죄다 늦고. 옘병 오살을"
"아 근데, 윤과장이랑 라부장은 왜 여직 출근안하는겨, 대가리들이 그냥 죄다 늦고. 옘병 오살을","조사장님, 그 오살을이란말 좀 앞으로 안쓰시면 안돼요? 그거 되게 흉측한 말이던데"
"조사장님, 그 오살을이란말 좀 앞으로 안쓰시면 안돼요? 그거 되게 흉측한 말이던데","왜, 먼 뜻인디?"
"왜, 먼 뜻인디?","뜻도 모르고 쓰신거에요? 이 오살을이라는 말이, 오살을 할, 이라는 걸 줄인 말인데. 이 오살이라는게, 죄인의 머리와 팔다리를 다섯군데로 토막내서 죽이는, 아주 무시무시한 형벌이더라구요"
"뜻도 모르고 쓰신거에요? 이 오살을이라는 말이, 오살을 할, 이라는 걸 줄인 말인데. 이 오살이라는게, 죄인의 머리와 팔다리를 다섯군데로 토막내서 죽이는, 아주 무시무시한 형벌이더라구요",아 열라 무섭네. 앞으로는 쓰지 마세요 조사장님
아 열라 무섭네. 앞으로는 쓰지 마세요 조사장님,아 누가 그런 뜻인줄 알았나. 아 뜨거워 옘병 옘병 오살을! 아 왜 이렇게 뜨겁게 타갑고 온겨! 입천장 다 까져부렀네
아 누가 그런 뜻인줄 알았나. 아 뜨거워 옘병 옘병 오살을! 아 왜 이렇게 뜨겁게 타갑고 온겨! 입천장 다 까져부렀네,제버릇 개 못준다더니
제버릇 개 못준다더니,"저 여기, 두분도 한잔씩 드세요"
"저 여기, 두분도 한잔씩 드세요",하이
하이,오셨어요? 아니 근데 윤과장님은 같이 안오셨어요?
오셨어요? 아니 근데 윤과장님은 같이 안오셨어요?,"일 있다고 일찍 나갔는데, 아우 추워. 이거 무슨 냄새야? 누가 생강차 탔구나. 나 생강차 소름끼치게 좋아하는데"
"일 있다고 일찍 나갔는데, 아우 추워. 이거 무슨 냄새야? 누가 생강차 탔구나. 나 생강차 소름끼치게 좋아하는데","제부가 탔어요. 생강차가 없네, 제꺼 드실래요? 아직 안마셨는데"
"제부가 탔어요. 생강차가 없네, 제꺼 드실래요? 아직 안마셨는데","아냐아냐, 난 "
"아냐아냐, 난 ",아니 전무님 전무님꺼는 따로 있습니다! 많이 추우시죠? 생강차 드세요
아니 전무님 전무님꺼는 따로 있습니다! 많이 추우시죠? 생강차 드세요,고마워요 혁규씨
고마워요 혁규씨,전복 잘먹었습니다
전복 잘먹었습니다,아니 뭐 별것도 아닌데 뭐
아니 뭐 별것도 아닌데 뭐,"아 뭐여 누구는 종이컵에 주고, 누구는 저렇게 삐까번쩍한 찻잔에다 주고, 차별하는겨?"
"아 뭐여 누구는 종이컵에 주고, 누구는 저렇게 삐까번쩍한 찻잔에다 주고, 차별하는겨?","설마요. 어쩌다보니 여기 탓겠죠, 와 생강차 소름끼치게 맛있네"
제부 고마워요,예? 뭐가요?
예? 뭐가요?,제일 도와주시는 것도 그렇고. 방금 사장님한테도 그렇고
제일 도와주시는 것도 그렇고. 방금 사장님한테도 그렇고,"아 뭐 완전히 풀린 건 아니구요, 그래도 처형에 대한 마음은 진심인 거 같아서, 그냥 지켜보기로 한 것 뿐이니까. 너무 큰 의미 두지 마시라규요"
뭐야 김포공항이랬잖아 인천공항에서 기다리면 어떡해,사장님이 그냥 공항이라고 했거든요 그러니까 난 당연히 인천공항인줄 알았죠
사장님이 그냥 공항이라고 했거든요 그러니까 난 당연히 인천공항인줄 알았죠,영자씨 사람말 끝까지 안듣는거 진짜 문제야 내가 김포도착이라고 했어 분명히
영자씨 사람말 끝까지 안듣는거 진짜 문제야 내가 김포도착이라고 했어 분명히,안했다니까요
안했다니까요,소름끼치게 보고싶어서 얼굴이라도 잠깐보려고 중국에서 비행기타고왔더니 나이제 바로 비행기타고 다시 가야되는데 어쩔거야
소름끼치게 보고싶어서 얼굴이라도 잠깐보려고 중국에서 비행기타고왔더니 나이제 바로 비행기타고 다시 가야되는데 어쩔거야,나도 속상한데 왜 자꾸 화를 내요
나도 속상한데 왜 자꾸 화를 내요,그러면 화 안나게 생겼어?
그러면 화 안나게 생겼어?,그러면 그냥 다시 가던가요
그러면 그냥 다시 가던가요,뭐? 아우 진짜
사장님,안되겠다 비행기 취소하고 오늘은 영자씨랑 있어야겠다 
안되겠다 비행기 취소하고 오늘은 영자씨랑 있어야겠다 ,바쁘다면서요. 그래도 돼요?
바쁘다면서요. 그래도 돼요?,우리 사귀고 처음오는 눈이잖아 눈 많이 와서 비행기 취소됐다고 뻥치지 뭐
왜 거짓말했어?,겁이 났어 우리 친구잖아 어색해지면 어떡해
덕선아.,응?
응?,다음 주 토요일날 뭐해?
다음 주 토요일날 뭐해?,나? 왜?
2차 제가 쏠게요?,얌마! 양주 한병에 100만원도 넘는데야 임마.
얌마! 양주 한병에 100만원도 넘는데야 임마.,그깟 100만원이 뭐라고요. 아 제가 쏜다니까요 제가 예?
그깟 100만원이 뭐라고요. 아 제가 쏜다니까요 제가 예?,아이 이자식이 진짜 미쳤나 야. 무슨 돈을 이렇게. 아이 대체 이게 무슨돈이야 이게
"아니 적금탔냐 너? 응? 아니 근데 웬 마법, 이, 야 임마 야 개지순 아 너 지금 꽁돈 생겼다는게 이거였어? 아 이거 니 애 대학보낼려고 부은거잖아 임마. 미쳤어? 어떻게 아빠가 돼서 딸래미 적금을",내 딸 아니래요.
내 딸 아니래요.,뭐?
뭐?,우리 딸이 내 딸이 아니라 다른 남자 딸이래요.
우리 딸이 내 딸이 아니라 다른 남자 딸이래요.,야
저 야! 조동 어 야 미안,야 내외하냐?
야 내외하냐?,어? 
어? ,왜 뭐 할말 있어? 
왜 뭐 할말 있어? ,그게 부탁이 있는데 너 모델 해볼 생각 없냐?
그게 부탁이 있는데 너 모델 해볼 생각 없냐?,모델  
모델  ,어
어,그 전단지에 전직 격투기 선수가 다니는 체육관이라는걸 강조할꺼거든? 그니까 너는 자연스럽게 운동하는 포즈만 취해주면 돼 어?
그 전단지에 전직 격투기 선수가 다니는 체육관이라는걸 강조할꺼거든? 그니까 너는 자연스럽게 운동하는 포즈만 취해주면 돼 어?,알았다
알았다,어 
어 ,아유 내 면목이 없네 조선수 어? 아이 내가 면목이 없는 만큼 이 뱃살도 없었으면 이런 부탁 안했는데 면목만 없네 내가
아유 내 면목이 없네 조선수 어? 아이 내가 면목이 없는 만큼 이 뱃살도 없었으면 이런 부탁 안했는데 면목만 없네 내가,그런 말씀 마십시오 관장님께 신세 진것도 많은데 이 정도는 당연 해야죠
그런 말씀 마십시오 관장님께 신세 진것도 많은데 이 정도는 당연 해야죠,자 그럼 한번 시작해 볼까요?
자 그럼 한번 시작해 볼까요?,좋아 좋아 아 렛츠고 
좋아 좋아 아 렛츠고 ,자 레디 액션! 갑니다 에이 뭐야? 아이 거기 배 배 예?
자 레디 액션! 갑니다 에이 뭐야? 아이 거기 배 배 예?,야 배 배
야 배 배,아이 배 배 배 
아이 배 배 배 ,나 나 아 아임 쏘리
뭘 예매했다고?,영화표. 택이 종로가서 표 사왔대. 물론 오래 걸렸지만.
영화표. 택이 종로가서 표 사왔대. 물론 오래 걸렸지만.,아니 종로 가는 길도 모르는 애한테 영화표를 사오라고... 또 덕선이가 시켰지?
아니 종로 가는 길도 모르는 애한테 영화표를 사오라고... 또 덕선이가 시켰지?,덕선이랑 영화 볼려고... 영화 보고 고백하신단다 드디어.
덕선이랑 영화 볼려고... 영화 보고 고백하신단다 드디어.,와우 최택 6단 드디어 끝내기 들어가나요?
아이 귀신이냐?,뭐 한복입은 사람 첨 보냐?
뭐 한복입은 사람 첨 보냐?,진짜 가지가지한다 가지가지해
진짜 가지가지한다 가지가지해,나 한복으로 바꼈는데 어때? 이게 더 낫지?
나 한복으로 바꼈는데 어때? 이게 더 낫지?,어 그냥 아무것도 하지마 그게 제일 나아
아 뭐야? 뭐야? 너 한복으로 바뀐거야?,응 안이뻐?
응 안이뻐?,응 안이뻐
응 안이뻐,아우 깜짝이야 아우 진짜! 아우 진짜 가까이 있었으면 진짜 이렇게 한번 팰 뻔했네 진짜 뭐하는거야 이 밤에 참 진짜 마다가스카르같은 소리 하고 앉아있네 
이야 이놈이 이게 떡대가 아주 좋으네요 ,그래서 얘 이름이 떡댑니다
그래서 얘 이름이 떡댑니다,떡대 너 완전 귀엽다 떡대야 떡대야 
떡대 너 완전 귀엽다 떡대야 떡대야 ,물어요?
물어요?,아니 안 물어요
아니 안 물어요,저리가 저리가저리가 저리가
김변호사님 왜 저러세요,왜기는 저 개때문이지
왜기는 저 개때문이지,개가 왜요?
개가 왜요?,몰랐어? 김변호사님 트라우마 있으시잖아 어렸을떄 개한테 물려가지고 개 공포증 있으시대 
몰랐어? 김변호사님 트라우마 있으시잖아 어렸을떄 개한테 물려가지고 개 공포증 있으시대 ,무슨 남자가 개를 무서워해요 노매력 역시 내 선택이 맞았어 
토요일은 왜? 너 그 전날 금요일에 대국 있지 않아? 이번에 이기면 5승이지? 이기든 지든 끝나면 하루 쉬다 와. 바로 오면... 오면 바둑 밖에 더 두냐.,와서 너랑 놀면 되지.
와서 너랑 놀면 되지.,나 공부해야돼. 너랑 놀 시간 없어.
나 공부해야돼. 너랑 놀 시간 없어.,너 공부해. 난 옆에서 알아서 놀게.
너 공부해. 난 옆에서 알아서 놀게.,퍽이나 그러겠다.
퍽이나 그러겠다.,아무튼 너 토요일날 시간 비워놔. 대국 끝나고 전화할게. 알았지?
기원팀은 하루 쉬고 일요일날 귀국한다는데 택이 혼자 토요일에 온대. 덕선이 볼라고.,그 새끼 지면 어떡하려고. 
그 새끼 지면 어떡하려고. ,자신 있는 거지. 
자신 있는 거지. ,몇 시에 어디라고? 가서 꽃이라도 팔아야겠다.
몇 시에 어디라고? 가서 꽃이라도 팔아야겠다.,그럴까? 토요일 7시 종로 피카디리. 정팔아 갈까?
그럴까? 토요일 7시 종로 피카디리. 정팔아 갈까?,미쳤냐?
미쳤냐?,아 농담이지 새끼야.
아 농담이지 새끼야.,나도 농담이지 새끼야. 
"어머, 저 이봐요! 저, 이봐요? 여기 이 선 안 보이세요?",보이는데요?
보이는데요?,"아, 근데 이따위로 주차를 해요? 혼자서 두 칸을 떡하니 차지하면 어떡해요? 남 생각 안 하세요?"
"아, 근데 이따위로 주차를 해요? 혼자서 두 칸을 떡하니 차지하면 어떡해요? 남 생각 안 하세요?",남 생각 해서 그런 겁니다.
남 생각 해서 그런 겁니다.,뭐라고요?
뭐라고요?,어제도 제 차 옆에 주차했던 차량이 제 차를 문콕하는 바람에 엄청난 수리비를 감당해야 했습니다. 보다시피 그 쪽 차처럼 발에 채이는 차가 아니라 고퀄리티 외제차라 수리비가 엄청나거든요.
어제도 제 차 옆에 주차했던 차량이 제 차를 문콕하는 바람에 엄청난 수리비를 감당해야 했습니다. 보다시피 그 쪽 차처럼 발에 채이는 차가 아니라 고퀄리티 외제차라 수리비가 엄청나거든요.,"아, 뭐예요? 아, 뭐."
"아, 뭐예요? 아, 뭐.",그럼 이만.
삐졌냐?,아니.
아니.,아니? 너 요새 말이 점점 짧아진다?
아니? 너 요새 말이 점점 짧아진다?,반말하면 안되나?
반말하면 안되나?,안되나?
안되나?,요.
요.,반말안돼. 이게 툭하면은 맞먹을려고 씨.
반말안돼. 이게 툭하면은 맞먹을려고 씨.,우리 사귀는거 아닌가? 요. 아유 제가 누나 동생이에요? 맨날 동생취급하고. 이거는 뭐 참 이거는 짝사랑이지 그냥 나 혼자 짝사랑이야.
우리 사귀는거 아닌가? 요. 아유 제가 누나 동생이에요? 맨날 동생취급하고. 이거는 뭐 참 이거는 짝사랑이지 그냥 나 혼자 짝사랑이야.,됐어. 쓸데없는 소리하지말고 일어나. 늦었어. 아줌마 여기 얼마예요?
됐어. 쓸데없는 소리하지말고 일어나. 늦었어. 아줌마 여기 얼마예요?,1400원이에요.
1400원이에요.,가자.
